x:152 , y:359
x:62 , y:23
x:219 , y:241
x:281 , y:256
x:167 , y:330
x:330 , y:333
x:100 , y:199
x:227 , y:297
x:269 , y:90
x:57 , y:70
x:249 , y:293
x:37 , y:56
x:21 , y:308
x:208 , y:154
x:218 , y:95
x:50 , y:207
x:230 , y:130
x:371 , y:112
x:368 , y:1
x:283 , y:252
x:137 , y:87
x:238 , y:213
x:62 , y:237
x:280 , y:65
x:136 , y:331
x:177 , y:289
x:345 , y:385
x:245 , y:214
x:320 , y:319
x:14 , y:5
x:164 , y:138
x:269 , y:16
x:80 , y:394
x:347 , y:192
x:397 , y:0
x:39 , y:230
x:43 , y:86
x:324 , y:277
x:342 , y:57
x:389 , y:156
x:45 , y:30
x:367 , y:166
x:332 , y:342
x:261 , y:212
x:170 , y:252
x:343 , y:227
x:243 , y:334
x:281 , y:164
x:356 , y:323
x:323 , y:228
x:59 , y:353
x:392 , y:362
x:191 , y:54
x:112 , y:316
x:24 , y:134
x:116 , y:101
x:219 , y:21
x:363 , y:84
x:248 , y:103
x:307 , y:177
x:4 , y:18
x:353 , y:250
x:14 , y:248
x:123 , y:234
x:14 , y:323
x:228 , y:47
x:361 , y:73
x:128 , y:220
x:88 , y:153
x:239 , y:192
x:245 , y:112
x:85 , y:355
x:39 , y:64
x:119 , y:49
x:226 , y:288
x:258 , y:26
x:229 , y:182
x:30 , y:211
x:397 , y:243
x:166 , y:154
x:153 , y:364
x:37 , y:395
x:215 , y:114
x:219 , y:117
x:309 , y:304
x:368 , y:58
x:14 , y:154
x:170 , y:54
x:55 , y:5
x:293 , y:241
x:268 , y:233
x:15 , y:104
x:267 , y:97
x:292 , y:46
x:152 , y:217
x:181 , y:11
x:6 , y:305
x:371 , y:218
x:288 , y:173
x:29 , y:191
x:201 , y:197
x:304 , y:350
x:4 , y:167
x:173 , y:26
x:268 , y:11
x:244 , y:18
x:122 , y:136
x:185 , y:211
x:209 , y:390
x:207 , y:29
x:40 , y:361
x:218 , y:388
x:158 , y:398
x:172 , y:190
x:333 , y:46
x:196 , y:153
x:103 , y:86
x:254 , y:100
x:78 , y:59
x:70 , y:27
x:397 , y:346
x:34 , y:266
x:78 , y:120
x:62 , y:219
x:201 , y:287
x:201 , y:221
x:161 , y:241
x:240 , y:19
x:161 , y:319
x:318 , y:364
x:117 , y:94
x:181 , y:114
x:166 , y:221
x:280 , y:387
x:366 , y:244
x:143 , y:303
x:169 , y:363
x:35 , y:177
x:349 , y:199
x:87 , y:97
x:318 , y:150
x:391 , y:288
x:259 , y:31
x:351 , y:231
x:195 , y:21
x:115 , y:269
x:335 , y:265
x:86 , y:248
x:187 , y:101
x:297 , y:318
x:221 , y:153
x:117 , y:40
x:218 , y:343
x:142 , y:152
x:202 , y:167
x:269 , y:181
x:21 , y:72
x:104 , y:260
x:44 , y:281
x:302 , y:55
x:276 , y:191
x:56 , y:369
x:170 , y:211
x:264 , y:94
x:365 , y:357
x:111 , y:113
x:106 , y:186
x:81 , y:180
x:332 , y:324
x:43 , y:224
x:357 , y:86
x:159 , y:312
x:124 , y:379
x:260 , y:263
x:270 , y:120
x:312 , y:162
x:131 , y:98
x:261 , y:320
x:367 , y:301
x:259 , y:77
x:190 , y:332
x:70 , y:322
x:102 , y:296
x:172 , y:152
x:328 , y:386
x:73 , y:167
x:31 , y:285
x:264 , y:232
x:47 , y:108
x:228 , y:76
x:238 , y:269
x:367 , y:92
x:365 , y:322
x:175 , y:180
x:257 , y:332
x:264 , y:386
x:308 , y:399
x:248 , y:286
x:38 , y:362
x:349 , y:372
x:140 , y:318
x:204 , y:22
x:206 , y:123
x:231 , y:20
x:97 , y:205
x:74 , y:12
x:104 , y:287
x:161 , y:393
x:173 , y:69
x:353 , y:337
x:275 , y:382
x:333 , y:169
x:56 , y:136
x:98 , y:181
x:154 , y:46
x:365 , y:47
x:21 , y:246
x:369 , y:121
x:141 , y:179
x:384 , y:201
x:213 , y:190
x:30 , y:58
x:3 , y:269
x:291 , y:191
x:80 , y:128
x:62 , y:244
x:14 , y:356
x:92 , y:396
x:177 , y:22
x:68 , y:142
x:190 , y:331
x:129 , y:385
x:106 , y:163
x:343 , y:99
x:252 , y:200
x:342 , y:327
x:338 , y:65
x:286 , y:372
x:116 , y:293
x:22 , y:177
x:374 , y:196
x:104 , y:84
x:80 , y:340
x:362 , y:148
x:291 , y:210
x:93 , y:382
x:368 , y:33
x:196 , y:223
x:322 , y:26
x:226 , y:91
x:371 , y:174
x:191 , y:121
x:93 , y:309
x:202 , y:29
x:207 , y:209
x:358 , y:176
x:213 , y:181
x:121 , y:14
x:163 , y:245
x:55 , y:35
x:369 , y:6
x:39 , y:101
x:324 , y:289
x:316 , y:187
x:279 , y:198
x:324 , y:94
x:215 , y:250
x:111 , y:67
x:96 , y:309
x:70 , y:265
x:394 , y:255
x:388 , y:380
x:347 , y:207
x:52 , y:61
x:96 , y:110
x:116 , y:60
x:161 , y:66
x:355 , y:107
x:294 , y:85
x:235 , y:223
x:318 , y:125
x:327 , y:159
x:178 , y:133
x:394 , y:38
x:256 , y:274
x:130 , y:17
x:349 , y:250
x:57 , y:118
x:180 , y:296
x:358 , y:61
x:121 , y:228
x:246 , y:26
x:133 , y:282
x:319 , y:154
x:377 , y:380
x:105 , y:154
x:265 , y:247
x:333 , y:385
x:375 , y:43
x:318 , y:279
x:296 , y:231
x:33 , y:0
x:70 , y:198
x:46 , y:90
x:104 , y:202
x:31 , y:5
x:31 , y:225
x:60 , y:229
x:383 , y:117
x:49 , y:379
x:86 , y:361
x:160 , y:106
x:91 , y:351
x:395 , y:93
x:373 , y:67
x:250 , y:265
x:217 , y:221
x:19 , y:284
x:326 , y:287
x:42 , y:66
x:23 , y:30
x:208 , y:25
x:254 , y:6
x:123 , y:268
x:247 , y:238
x:151 , y:172
x:231 , y:333
x:237 , y:311
x:5 , y:322
x:341 , y:232
x:49 , y:330
x:151 , y:192
x:28 , y:218
x:57 , y:123
x:189 , y:354
x:337 , y:99
x:124 , y:164
x:170 , y:145
x:365 , y:379
x:169 , y:246
x:370 , y:212
x:98 , y:320
x:183 , y:201
x:124 , y:335
x:119 , y:140
x:70 , y:65
x:209 , y:120
x:338 , y:174
x:297 , y:237
x:144 , y:395
x:95 , y:86
x:202 , y:33
x:178 , y:171
x:150 , y:372
x:218 , y:95
x:307 , y:319
x:191 , y:189
x:390 , y:357
x:244 , y:375
x:67 , y:66
x:84 , y:363
x:35 , y:138
x:264 , y:245
x:83 , y:373
x:369 , y:161
x:199 , y:179
x:212 , y:16
x:187 , y:1
x:373 , y:342
x:37 , y:338
x:209 , y:144
x:333 , y:296
x:206 , y:353
x:328 , y:275
x:294 , y:50
x:366 , y:347
x:37 , y:378
x:223 , y:1
x:327 , y:301
x:62 , y:258
x:389 , y:296
x:264 , y:261
x:262 , y:201
x:95 , y:51
x:341 , y:188
x:332 , y:84
x:381 , y:103
x:56 , y:217
x:44 , y:139
x:189 , y:336
x:283 , y:338
x:268 , y:107
x:109 , y:321
x:222 , y:92
x:302 , y:388
x:284 , y:285
x:98 , y:292
x:45 , y:148
x:151 , y:313
x:101 , y:93
x:177 , y:93
x:196 , y:385
x:202 , y:110
x:249 , y:204
x:140 , y:246
x:185 , y:391
x:98 , y:23
x:344 , y:53
x:97 , y:159
x:99 , y:119
x:356 , y:352
x:244 , y:383
x:83 , y:54
x:367 , y:241
x:334 , y:187
x:280 , y:20
x:5 , y:64
x:126 , y:28
x:232 , y:207
x:6 , y:376
x:319 , y:324
x:347 , y:191
x:196 , y:369
x:81 , y:244
x:363 , y:246
x:198 , y:180
x:116 , y:271
x:325 , y:394
x:187 , y:151
x:338 , y:245
x:265 , y:74
x:138 , y:170
x:198 , y:271
x:78 , y:264
x:192 , y:382
x:306 , y:84
x:227 , y:63
x:33 , y:206
x:50 , y:376
x:222 , y:66
x:198 , y:365
x:236 , y:372
x:366 , y:314
x:66 , y:113
x:358 , y:153
x:227 , y:4
x:175 , y:176
x:47 , y:317
x:134 , y:325
x:260 , y:77
x:114 , y:278
x:342 , y:166
x:324 , y:293
x:269 , y:327
x:345 , y:374
x:291 , y:43
x:15 , y:143
x:58 , y:79
x:145 , y:333
x:39 , y:124
x:80 , y:55
x:231 , y:218
x:136 , y:207
x:133 , y:278
x:308 , y:222
x:100 , y:393
x:111 , y:22
x:315 , y:394
x:321 , y:36
x:362 , y:137
x:180 , y:266
x:10 , y:206
x:285 , y:148
x:33 , y:20
x:96 , y:382
x:38 , y:72
x:291 , y:176
x:384 , y:269
x:100 , y:379
x:153 , y:69
x:62 , y:360
x:382 , y:253
x:248 , y:125
x:161 , y:249
x:338 , y:121
x:340 , y:124
x:330 , y:119
x:219 , y:302
x:322 , y:167
x:102 , y:252
x:325 , y:370
x:146 , y:140
x:361 , y:168
x:99 , y:82
x:103 , y:13
x:373 , y:252
x:57 , y:165
x:243 , y:307
x:157 , y:257
x:379 , y:4
x:80 , y:95
x:166 , y:271
x:173 , y:362
x:82 , y:385
x:190 , y:47
x:17 , y:184
x:276 , y:67
x:235 , y:115
x:150 , y:237
x:251 , y:286
x:138 , y:253
x:371 , y:176
x:84 , y:147
x:5 , y:214
x:170 , y:241
x:288 , y:336
x:207 , y:251
x:165 , y:55
x:392 , y:332
x:331 , y:247
x:383 , y:182
x:249 , y:300
x:367 , y:259
x:49 , y:36
x:322 , y:117
x:323 , y:300
x:76 , y:12
x:160 , y:294
x:60 , y:112
x:353 , y:117
x:53 , y:182
x:385 , y:194
x:249 , y:212
x:144 , y:151
x:350 , y:193
x:328 , y:27
x:327 , y:334
x:145 , y:129
x:166 , y:294
x:364 , y:194
x:94 , y:40
x:5 , y:287
x:133 , y:123
x:235 , y:117
x:234 , y:145
x:327 , y:141
x:335 , y:287
x:99 , y:313
x:64 , y:136
x:329 , y:195
x:222 , y:366
x:300 , y:257
x:387 , y:101
x:347 , y:46
x:240 , y:105
x:97 , y:311
x:150 , y:287
x:362 , y:102
x:219 , y:283
x:380 , y:149
x:242 , y:5
x:292 , y:308
x:221 , y:129
x:265 , y:343
x:90 , y:237
x:203 , y:147
x:356 , y:264
x:365 , y:56
x:102 , y:295
x:0 , y:265
x:128 , y:294
x:133 , y:50
x:152 , y:279
x:114 , y:47
x:149 , y:324
x:329 , y:95
x:3 , y:343
x:73 , y:174
x:117 , y:176
x:13 , y:290
x:37 , y:160
x:24 , y:216
x:272 , y:346
x:241 , y:342
x:207 , y:326
x:173 , y:194
x:244 , y:335
x:166 , y:258
x:258 , y:348
x:224 , y:233
x:328 , y:359
x:302 , y:154
x:280 , y:283
x:59 , y:375
x:218 , y:349
x:109 , y:72
x:240 , y:255
x:153 , y:134
x:28 , y:65
x:343 , y:395
x:189 , y:187
x:74 , y:116
x:327 , y:385
x:285 , y:241
x:74 , y:137
x:96 , y:110
x:216 , y:354
x:237 , y:350
x:278 , y:96
x:45 , y:248
x:272 , y:96
x:303 , y:155
x:241 , y:112
x:129 , y:57
x:52 , y:221
x:8 , y:73
x:141 , y:193
x:130 , y:82
x:323 , y:20
x:157 , y:15
x:125 , y:349
x:303 , y:253
x:204 , y:341
x:389 , y:92
x:340 , y:82
x:130 , y:35
x:142 , y:164
x:277 , y:33
x:90 , y:335
x:156 , y:358
x:31 , y:94
x:287 , y:164
x:246 , y:125
x:145 , y:17
x:385 , y:122
x:71 , y:303
x:108 , y:110
x:4 , y:327
x:19 , y:264
x:298 , y:393
x:28 , y:312
x:76 , y:28
x:62 , y:122
x:57 , y:305
x:216 , y:104
x:199 , y:213
x:377 , y:247
x:372 , y:86
x:56 , y:176
x:298 , y:118
x:373 , y:41
x:103 , y:369
x:248 , y:81
x:346 , y:107
x:53 , y:268
x:132 , y:244
x:225 , y:81
x:156 , y:160
x:18 , y:287
x:391 , y:213
x:27 , y:234
x:33 , y:190
x:229 , y:356
x:132 , y:6
x:76 , y:237
x:230 , y:382
x:352 , y:49
x:82 , y:285
x:393 , y:152
x:372 , y:380
x:177 , y:46
x:79 , y:104
x:217 , y:2
x:289 , y:187
x:1 , y:235
x:21 , y:232
x:375 , y:380
x:288 , y:54
x:60 , y:156
x:345 , y:21
x:355 , y:88
x:89 , y:175
x:60 , y:259
x:12 , y:172
x:152 , y:5
x:3 , y:384
x:41 , y:281
x:283 , y:35
x:222 , y:258
x:45 , y:124
x:309 , y:223
x:155 , y:66
x:120 , y:284
x:392 , y:44
x:17 , y:133
x:221 , y:337
x:64 , y:372
x:232 , y:311
x:35 , y:124
x:82 , y:244
x:180 , y:139
x:21 , y:85
x:72 , y:221
x:79 , y:256
x:381 , y:295
x:70 , y:76
x:142 , y:290
x:126 , y:226
x:222 , y:263
x:396 , y:118
x:55 , y:191
x:163 , y:169
x:32 , y:119
x:195 , y:347
x:143 , y:19
x:159 , y:229
x:267 , y:324
x:97 , y:132
x:388 , y:339
x:186 , y:129
x:205 , y:321
x:211 , y:257
x:35 , y:348
x:211 , y:289
x:7 , y:209
x:0 , y:159
x:328 , y:14
x:85 , y:115
x:63 , y:313
x:332 , y:233
x:62 , y:158
x:34 , y:43
x:175 , y:281
x:221 , y:132
x:261 , y:116
x:37 , y:7
x:216 , y:66
x:366 , y:201
x:42 , y:203
x:12 , y:129
x:240 , y:50
x:16 , y:12
x:80 , y:121
x:34 , y:54
x:287 , y:95
x:253 , y:366
x:10 , y:301
x:183 , y:288
x:372 , y:137
x:253 , y:4
x:363 , y:185
x:203 , y:243
x:396 , y:132
x:335 , y:170
x:299 , y:38
x:40 , y:348
x:312 , y:140
x:261 , y:57
x:111 , y:392
x:39 , y:247
x:213 , y:350
x:251 , y:293
x:133 , y:175
x:313 , y:386
x:342 , y:105
x:290 , y:118
x:313 , y:258
x:390 , y:93
x:215 , y:309
x:348 , y:325
x:225 , y:67
x:159 , y:340
x:397 , y:90
x:34 , y:20
x:219 , y:60
x:362 , y:74
x:367 , y:384
x:160 , y:166
x:152 , y:52
x:157 , y:25
x:143 , y:95
x:353 , y:399
x:44 , y:57
x:318 , y:295
x:220 , y:260
x:279 , y:218
x:159 , y:46
x:88 , y:38
x:10 , y:156
x:169 , y:122
x:196 , y:229
x:213 , y:131
x:297 , y:115
x:167 , y:373
x:350 , y:50
x:97 , y:276
x:227 , y:94
x:103 , y:2
x:297 , y:272
x:84 , y:21
x:192 , y:69
x:67 , y:363
x:1 , y:351
x:107 , y:155
x:278 , y:11
x:192 , y:228
x:360 , y:74
x:142 , y:5
x:331 , y:209
x:259 , y:309
x:186 , y:281
x:327 , y:308
x:262 , y:13
x:237 , y:30
x:4 , y:159
x:229 , y:273
x:236 , y:148
x:99 , y:296
x:4 , y:189
x:152 , y:206
x:387 , y:282
x:308 , y:344
x:302 , y:347
x:108 , y:50
x:360 , y:233
x:66 , y:320
x:228 , y:98
x:63 , y:394
x:376 , y:91
x:202 , y:253
x:126 , y:332
x:80 , y:383
x:232 , y:315
x:56 , y:179
x:338 , y:236
x:118 , y:209
x:105 , y:325
x:224 , y:26
x:29 , y:359
x:192 , y:332
x:252 , y:341
x:39 , y:211
x:205 , y:33
x:124 , y:54
x:307 , y:133
x:66 , y:278
x:262 , y:386
x:301 , y:146
x:278 , y:94
x:330 , y:309
x:118 , y:216
x:93 , y:0
x:378 , y:176
x:135 , y:269
x:201 , y:7
x:348 , y:280
x:91 , y:6
x:39 , y:339
x:346 , y:248
x:381 , y:115
x:345 , y:205
x:191 , y:399
x:146 , y:207
x:253 , y:44
x:354 , y:376
x:144 , y:183
x:135 , y:24
x:152 , y:237
x:58 , y:114
x:73 , y:240
x:120 , y:211
x:217 , y:374
x:265 , y:163
x:363 , y:208
x:275 , y:211
x:17 , y:344
x:344 , y:221
x:380 , y:160
x:205 , y:42
x:370 , y:234
x:369 , y:111
x:135 , y:114
x:303 , y:105
x:219 , y:288
x:128 , y:361
x:172 , y:244
x:218 , y:200
x:315 , y:342
x:150 , y:84
x:295 , y:230
x:174 , y:26
x:199 , y:264
x:25 , y:70
x:64 , y:179
x:13 , y:182
x:293 , y:34
x:100 , y:335
x:40 , y:28
x:268 , y:3
x:316 , y:211
x:55 , y:348
x:100 , y:89
x:31 , y:226
x:310 , y:15
x:245 , y:133
x:111 , y:157
x:374 , y:372
x:394 , y:310
x:42 , y:399
x:133 , y:11
x:397 , y:7
x:342 , y:26
x:6 , y:98
x:53 , y:334
x:145 , y:227
x:175 , y:370
x:59 , y:153
x:379 , y:228
x:195 , y:42
x:175 , y:241
x:350 , y:41
x:365 , y:287
x:149 , y:324
x:275 , y:311
x:322 , y:143
x:151 , y:8
x:386 , y:272
x:370 , y:93
x:28 , y:393
x:172 , y:23
x:345 , y:125
x:278 , y:299
x:127 , y:4
x:46 , y:209
x:2 , y:323
x:316 , y:174
x:13 , y:353
x:229 , y:233
x:144 , y:114
x:258 , y:105
x:65 , y:19
x:291 , y:9
x:54 , y:52
x:397 , y:213
x:188 , y:34
x:160 , y:169
x:68 , y:134
x:138 , y:390
x:152 , y:148
x:71 , y:137
x:263 , y:154
x:59 , y:387
x:220 , y:228
x:342 , y:289
x:394 , y:316
x:335 , y:200
x:161 , y:59
x:63 , y:178
x:391 , y:216
x:250 , y:60
x:181 , y:180
x:266 , y:362
x:353 , y:202
x:350 , y:356
x:45 , y:57
x:163 , y:373
x:360 , y:308
x:136 , y:223
x:112 , y:132
x:48 , y:79
x:231 , y:58
x:69 , y:336
x:114 , y:393
x:209 , y:133
x:145 , y:58
x:190 , y:11
x:374 , y:327
x:81 , y:56
x:12 , y:279
x:336 , y:31
x:4 , y:58
x:318 , y:51
x:274 , y:316
x:0 , y:55
x:86 , y:386
x:396 , y:0
x:336 , y:269
x:262 , y:66
x:199 , y:3
x:61 , y:23
x:35 , y:344
x:223 , y:203
x:259 , y:361
x:192 , y:304
x:287 , y:271
x:281 , y:80
x:131 , y:291
x:159 , y:200
x:207 , y:6
x:344 , y:159
x:160 , y:293
x:114 , y:341
x:7 , y:48
x:3 , y:377
x:352 , y:158
x:54 , y:64
x:267 , y:387
x:300 , y:230
x:134 , y:78
x:302 , y:92
x:124 , y:22
x:265 , y:183
x:335 , y:256
x:262 , y:377
x:88 , y:142
x:387 , y:158
x:51 , y:248
x:249 , y:102
x:31 , y:58
x:168 , y:252
x:269 , y:383
x:323 , y:175
x:5 , y:88
x:167 , y:223
x:268 , y:91
x:65 , y:21
x:156 , y:392
x:200 , y:283
x:260 , y:92
x:186 , y:14
x:173 , y:348
x:149 , y:126
x:180 , y:224
x:235 , y:350
x:202 , y:211
x:194 , y:355
x:130 , y:71
x:112 , y:69
x:293 , y:87
x:179 , y:231
x:252 , y:113
x:57 , y:244
x:127 , y:8
x:52 , y:210
x:224 , y:387
x:288 , y:191
x:317 , y:349
x:174 , y:37
x:387 , y:97
x:308 , y:361
x:316 , y:141
x:165 , y:54
x:124 , y:399
x:86 , y:277
x:108 , y:369
x:34 , y:265
x:110 , y:312
x:320 , y:91
x:301 , y:189
x:129 , y:325
x:116 , y:78
x:27 , y:17
x:6 , y:33
x:130 , y:153
x:114 , y:393
x:86 , y:390
x:396 , y:383
x:382 , y:251
x:80 , y:120
x:89 , y:20
x:238 , y:188
x:100 , y:123
x:167 , y:348
x:89 , y:373
x:298 , y:20
x:98 , y:218
x:235 , y:366
x:399 , y:78
x:231 , y:241
x:186 , y:81
x:23 , y:346
x:281 , y:225
x:76 , y:19
x:140 , y:215
x:235 , y:157
x:297 , y:181
x:257 , y:73
x:373 , y:350
x:323 , y:376
x:396 , y:15
x:233 , y:173
x:139 , y:47
x:77 , y:21
x:214 , y:138
x:171 , y:308
x:206 , y:353
x:178 , y:194
x:165 , y:87
x:254 , y:254
x:363 , y:257
x:39 , y:42
x:115 , y:261
x:211 , y:248
x:224 , y:41
x:56 , y:86
x:259 , y:172
x:171 , y:241
x:262 , y:398
x:88 , y:248
x:109 , y:77
x:30 , y:211
x:357 , y:315
x:355 , y:208
x:14 , y:122
x:380 , y:209
x:251 , y:378
x:191 , y:371
x:171 , y:319
x:312 , y:354
x:392 , y:347
x:119 , y:368
x:209 , y:251
x:201 , y:243
x:43 , y:24
x:101 , y:241
x:4 , y:152
x:68 , y:83
x:291 , y:361
x:35 , y:375
x:136 , y:257
x:187 , y:367
x:338 , y:388
x:259 , y:378
x:284 , y:109
x:56 , y:171
x:91 , y:276
x:79 , y:128
x:323 , y:252
x:276 , y:232
x:25 , y:366
x:71 , y:329
x:12 , y:29
x:342 , y:91
x:66 , y:303
x:161 , y:378
x:345 , y:202
x:142 , y:348
x:279 , y:236
x:297 , y:1
x:124 , y:115
x:344 , y:306
x:386 , y:215
x:20 , y:375
x:160 , y:309
x:227 , y:296
x:226 , y:185
x:167 , y:298
x:341 , y:190
x:94 , y:61
x:39 , y:7
x:162 , y:207
x:107 , y:337
x:125 , y:304
x:258 , y:338
x:54 , y:374
x:280 , y:334
x:150 , y:398
x:325 , y:218
x:79 , y:122
x:18 , y:85
x:271 , y:307
x:157 , y:196
x:387 , y:390
x:51 , y:99
x:58 , y:33
x:192 , y:43
x:332 , y:220
x:77 , y:299
x:238 , y:57
x:31 , y:335
x:269 , y:244
x:194 , y:264
x:82 , y:371
x:93 , y:119
x:205 , y:162
x:21 , y:64
x:212 , y:28
x:18 , y:130
x:229 , y:199
x:184 , y:21
x:64 , y:240
x:60 , y:376
x:228 , y:396
x:5 , y:89
x:24 , y:18
x:262 , y:389
x:253 , y:246
x:169 , y:56
x:127 , y:287
x:49 , y:215
x:279 , y:332
x:312 , y:22
x:153 , y:91
x:243 , y:282
x:304 , y:334
x:174 , y:27
x:356 , y:320
x:269 , y:187
x:276 , y:184
x:202 , y:274
x:215 , y:253
x:51 , y:16
x:72 , y:68
x:308 , y:220
x:35 , y:151
x:36 , y:309
x:332 , y:266
x:310 , y:348
x:231 , y:37
x:371 , y:153
x:132 , y:87
x:7 , y:98
x:237 , y:40
x:224 , y:228
x:55 , y:113
x:318 , y:378
x:394 , y:270
x:291 , y:369
x:142 , y:66
x:170 , y:199
x:108 , y:177
x:396 , y:206
x:154 , y:392
x:29 , y:306
x:11 , y:337
x:376 , y:353
x:51 , y:143
x:184 , y:336
x:164 , y:240
x:353 , y:360
x:339 , y:219
x:90 , y:272
x:193 , y:333
x:352 , y:381
x:132 , y:335
x:65 , y:122
x:280 , y:240
x:233 , y:61
x:367 , y:34
x:324 , y:214
x:167 , y:378
x:73 , y:300
x:188 , y:170
x:10 , y:209
x:122 , y:353
x:172 , y:316
x:140 , y:61
x:346 , y:214
x:147 , y:333
x:221 , y:250
x:372 , y:279
x:72 , y:286
x:347 , y:252
x:239 , y:257
x:71 , y:266
x:196 , y:115
x:367 , y:191
x:313 , y:269
x:31 , y:156
x:109 , y:324
x:192 , y:105
x:166 , y:233
x:48 , y:332
x:217 , y:64
x:315 , y:147
x:27 , y:38
x:324 , y:239
x:44 , y:99
x:308 , y:271
x:89 , y:235
x:350 , y:379
x:122 , y:285
x:107 , y:269
x:25 , y:36
x:360 , y:138
x:243 , y:86
x:272 , y:104
x:36 , y:361
x:25 , y:272
x:19 , y:205
x:244 , y:292
x:132 , y:398
x:97 , y:168
x:392 , y:176
x:11 , y:5
x:337 , y:81
x:319 , y:313
x:182 , y:59
x:95 , y:26
x:116 , y:160
x:246 , y:7
x:111 , y:359
x:272 , y:70
x:342 , y:99
x:305 , y:249
x:142 , y:362
x:360 , y:101
x:269 , y:226
x:354 , y:10
x:367 , y:213
x:247 , y:365
x:230 , y:304
x:316 , y:166
x:192 , y:12
x:172 , y:363
x:371 , y:308
x:219 , y:371
x:41 , y:34
x:134 , y:43
x:292 , y:336
x:298 , y:391
x:92 , y:386
x:164 , y:210
x:220 , y:313
x:79 , y:118
x:35 , y:140
x:396 , y:278
x:44 , y:265
x:278 , y:312
x:276 , y:188
x:48 , y:2
x:325 , y:199
x:185 , y:267
x:262 , y:319
x:255 , y:271
x:262 , y:154
x:93 , y:153
x:363 , y:306
x:172 , y:257
x:376 , y:136
x:276 , y:251
x:129 , y:11
x:229 , y:224
x:137 , y:125
x:265 , y:107
x:61 , y:365
x:116 , y:313
x:132 , y:387
x:306 , y:301
x:125 , y:394
x:100 , y:161
x:266 , y:387
x:246 , y:145
x:3 , y:181
x:269 , y:18
x:221 , y:331
x:294 , y:97
x:322 , y:302
x:27 , y:123
x:182 , y:11
x:328 , y:292
x:157 , y:196
x:135 , y:44
x:297 , y:289
x:235 , y:41
x:154 , y:22
x:362 , y:287
x:33 , y:372
x:153 , y:160
x:178 , y:388
x:271 , y:375
x:72 , y:351
x:253 , y:165
x:241 , y:394
x:357 , y:232
x:76 , y:375
x:171 , y:285
x:281 , y:233
x:74 , y:306
x:299 , y:179
x:153 , y:309
x:196 , y:5
x:329 , y:67
x:227 , y:181
x:169 , y:35
x:10 , y:357
x:308 , y:40
x:158 , y:82
x:29 , y:113
x:345 , y:351
x:326 , y:386
x:272 , y:21
x:206 , y:50
x:308 , y:105
x:236 , y:280
x:141 , y:160
x:117 , y:390
x:9 , y:290
x:71 , y:47
x:82 , y:237
x:146 , y:241
x:233 , y:92
x:126 , y:55
x:168 , y:391
x:342 , y:155
x:94 , y:66
x:87 , y:221
x:223 , y:318
x:23 , y:246
x:126 , y:83
x:243 , y:260
x:202 , y:268
x:110 , y:313
x:360 , y:211
x:0 , y:181
x:374 , y:394
x:86 , y:147
x:202 , y:208
x:199 , y:164
x:320 , y:322
x:340 , y:94
x:267 , y:366
x:284 , y:28
x:274 , y:90
x:125 , y:259
x:71 , y:352
x:172 , y:321
x:234 , y:273
x:37 , y:282
x:16 , y:194
x:140 , y:37
x:184 , y:390
x:198 , y:226
x:342 , y:338
x:213 , y:350
x:396 , y:214
x:180 , y:153
x:133 , y:263
x:305 , y:16
x:276 , y:359
x:312 , y:30
x:351 , y:347
x:173 , y:36
x:271 , y:185
x:331 , y:210
x:247 , y:287
x:277 , y:71
x:249 , y:384
x:322 , y:28
x:378 , y:192
x:6 , y:87
x:241 , y:374
x:237 , y:139
x:155 , y:374
x:286 , y:94
x:124 , y:383
x:283 , y:150
x:186 , y:76
x:213 , y:56
x:218 , y:57
x:296 , y:97
x:168 , y:65
x:49 , y:174
x:202 , y:370
x:114 , y:324
x:363 , y:132
x:106 , y:72
x:211 , y:204
x:131 , y:295
x:389 , y:367
x:302 , y:369
x:119 , y:113
x:141 , y:185
x:193 , y:257
x:315 , y:307
x:4 , y:11
x:77 , y:163
x:337 , y:124
x:94 , y:78
x:354 , y:91
x:223 , y:160
x:233 , y:318
x:74 , y:281
x:128 , y:44
x:363 , y:157
x:126 , y:117
x:183 , y:266
x:51 , y:245
x:103 , y:276
x:183 , y:197
x:208 , y:370
x:133 , y:187
x:312 , y:237
x:268 , y:23
x:66 , y:358
x:119 , y:174
x:92 , y:242
x:123 , y:352
x:348 , y:119
x:276 , y:204
x:321 , y:312
x:178 , y:3
x:200 , y:56
x:333 , y:181
x:378 , y:303
x:225 , y:116
x:256 , y:139
x:376 , y:359
x:334 , y:120
x:78 , y:244
x:19 , y:0
x:242 , y:149
x:53 , y:63
x:134 , y:318
x:122 , y:2
x:266 , y:11
x:366 , y:395
x:52 , y:44
x:177 , y:166
x:22 , y:337
x:5 , y:108
x:247 , y:247
x:158 , y:261
x:333 , y:175
x:20 , y:92
x:45 , y:12
x:113 , y:391
x:6 , y:239
x:109 , y:167
x:121 , y:141
x:104 , y:231
x:179 , y:387
x:383 , y:70
x:188 , y:183
x:120 , y:112
x:220 , y:210
x:10 , y:77
x:339 , y:19
x:195 , y:120
x:165 , y:224
x:236 , y:167
x:110 , y:210
x:1 , y:302
x:21 , y:116
x:257 , y:111
x:342 , y:142
x:129 , y:313
x:383 , y:73
x:256 , y:64
x:176 , y:172
x:334 , y:328
x:6 , y:397
x:368 , y:296
x:17 , y:297
x:121 , y:163
